SOCcode1,SOCcode2,modOfMod
3412,2323,0.04986650706790598
2323,3413,-0.11904137739353376
3413,2323,0.11904137739353376
2323,3411,-0.036358612746320525
3411,2323,0.036358612746320525
2323,5213,-0.029152566369711762
5213,2323,0.029152566369711762
2323,2323,0.0
2322,9249,-0.12331701779446655
9249,2322,0.12331701779446655
2322,1141,-0.018562540954239204
1141,2322,0.018562540954239204
2322,4132,-0.09572488099052262
4132,2322,0.09572488099052262
2322,9121,-0.05246914354118805
9121,2322,0.05246914354118805
2322,7129,-0.051314474125158556
7129,2322,0.051314474125158556
2322,9235,-0.07235165010159454
9235,2322,0.07235165010159454
2322,5419,-0.10105829926183366
5419,2322,0.10105829926183366
2322,3416,-0.023515239042052976
3416,2322,0.023515239042052976
2322,6124,-0.08901039922638394
6124,2322,0.08901039922638394
2322,3414,-0.055800997635055964
3414,2322,0.055800997635055964
2322,3415,-0.04739478722447654
3415,2322,0.04739478722447654
2322,3412,-0.06927667724267515
3412,2322,0.06927667724267515
2322,3413,-0.13845154756830294
3413,2322,0.13845154756830294
2322,3411,-0.055768782921089693
3411,2322,0.055768782921089693
2322,5213,-0.048562736544480935
5213,2322,0.048562736544480935
2322,2323,-0.019410170174769172
2323,2322,0.019410170174769172
2322,2322,0.0
2321,9249,-0.1328379122674385
9249,2321,0.1328379122674385
2321,1141,-0.028083435427211145
1141,2321,0.028083435427211145
2321,4132,-0.10524577546349456
4132,2321,0.10524577546349456
2321,9121,-0.06199003801415999
9121,2321,0.06199003801415999
2321,7129,-0.0608353685981305
7129,2321,0.0608353685981305
2321,9235,-0.08187254457456648
9235,2321,0.08187254457456648
2321,5419,-0.1105791937348056
5419,2321,0.1105791937348056
2321,3416,-0.033036133515024914
3416,2321,0.033036133515024914
2321,6124,-0.09853129369935588
6124,2321,0.09853129369935588
2321,3414,-0.06532189210802791
3414,2321,0.06532189210802791
2321,3415,-0.056915681697448484
3415,2321,0.056915681697448484
2321,3412,-0.0787975717156471
3412,2321,0.0787975717156471
2321,3413,-0.14797244204127488
3413,2321,0.14797244204127488
2321,3411,-0.06528967739406163
3411,2321,0.06528967739406163
2321,5213,-0.058083631017452876
5213,2321,0.058083631017452876
2321,2323,-0.028931064647741114
2323,2321,0.028931064647741114
2321,2322,-0.009520894472971941
2322,2321,0.009520894472971941
2321,2321,0.0
3552,9249,-0.14425773979360135
9249,3552,0.14425773979360135
3552,1141,-0.03950326295337401
1141,3552,0.03950326295337401
3552,4132,-0.11666560298965743
4132,3552,0.11666560298965743
3552,9121,-0.07340986554032285
9121,3552,0.07340986554032285
3552,7129,-0.07225519612429336
7129,3552,0.07225519612429336
3552,9235,-0.09329237210072935
9235,3552,0.09329237210072935
3552,5419,-0.12199902126096847
5419,3552,0.12199902126096847
3552,3416,-0.044455961041187785
3416,3552,0.044455961041187785
3552,6124,-0.10995112122551876
6124,3552,0.10995112122551876
3552,3414,-0.07674171963419077
3414,3552,0.07674171963419077
3552,3415,-0.06833550922361135
3415,3552,0.06833550922361135
3552,3412,-0.09021739924180995
3412,3552,0.09021739924180995
3552,3413,-0.15939226956743774
3413,3552,0.15939226956743774
3552,3411,-0.0767095049202245
3411,3552,0.0767095049202245
3552,5213,-0.06950345854361574
5213,3552,0.06950345854361574
3552,2323,-0.04035089217390398
2323,3552,0.04035089217390398
3552,2322,-0.02094072199913481
2322,3552,0.02094072199913481
3552,2321,-0.011419827526162865
2321,3552,0.011419827526162865
3552,3552,0.0
3551,9249,-0.12212297415377173
9249,3551,0.12212297415377173
3551,1141,-0.01736849731354438
1141,3551,0.01736849731354438
3551,4132,-0.0945308373498278
4132,3551,0.0945308373498278
3551,9121,-0.05127509990049322
9121,3551,0.05127509990049322
3551,7129,-0.050120430484463734
7129,3551,0.050120430484463734
3551,9235,-0.07115760646089972
9235,3551,0.07115760646089972
3551,5419,-0.09986425562113883
5419,3551,0.09986425562113883
3551,3416,-0.02232119540135815
3416,3551,0.02232119540135815
3551,6124,-0.08781635558568912
6124,3551,0.08781635558568912
3551,3414,-0.05460695399436114
3414,3551,0.05460695399436114
3551,3415,-0.04620074358378172
3415,3551,0.04620074358378172
3551,3412,-0.06808263360198033
3412,3551,0.06808263360198033
3551,3413,-0.1372575039276081
3413,3551,0.1372575039276081
3551,3411,-0.05457473928039487
3411,3551,0.05457473928039487
3551,5213,-0.04736869290378611
5213,3551,0.04736869290378611
3551,2323,-0.01821612653407435
2323,3551,0.01821612653407435
3551,2322,0.001194043640694824
2322,3551,-0.001194043640694824
3551,2321,0.010714938113666765
2321,3551,-0.010714938113666765
3551,3552,0.02213476563982963
3552,3551,-0.02213476563982963
3551,3551,0.0
3122,9249,-0.07178201733142353
9249,3122,0.07178201733142353
3122,1141,0.03297245950880382
1141,3122,-0.03297245950880382
3122,4132,-0.0441898805274796
4132,3122,0.0441898805274796
3122,9121,-0.0009341430781450232
9121,3122,0.0009341430781450232
3122,7129,0.00022052633788446457
7129,3122,-0.00022052633788446457
3122,9235,-0.02081664963855152
9235,3122,0.02081664963855152
3122,5419,-0.04952329879879064
5419,3122,0.04952329879879064
3122,3416,0.02801976142099005
3416,3122,-0.02801976142099005
3122,6124,-0.03747539876334092
6124,3122,0.03747539876334092
3122,3414,-0.004265997172012943
3414,3122,0.004265997172012943
3122,3415,0.004140213238566479
3415,3122,-0.004140213238566479
3122,3412,-0.017741676779632124
3412,3122,0.017741676779632124
3122,3413,-0.08691654710525991
3413,3122,0.08691654710525991
3122,3411,-0.004233782458046672
3411,3122,0.004233782458046672
3122,5213,0.0029722639185620872
5213,3122,-0.0029722639185620872
3122,2323,0.03212483028827385
2323,3122,-0.03212483028827385
3122,2322,0.051535000463043025
2322,3122,-0.051535000463043025
3122,2321,0.061055894936014966
2321,3122,-0.061055894936014966
3122,3552,0.07247572246217783
3552,3122,-0.07247572246217783
3122,3551,0.0503409568223482
3551,3122,-0.0503409568223482
3122,3122,0.0
3123,9249,-0.1133846168038562
9249,3123,0.1133846168038562
3123,1141,-0.008630139963628847
1141,3123,0.008630139963628847
3123,4132,-0.08579247999991227
4132,3123,0.08579247999991227
3123,9121,-0.04253674255057769
9121,3123,0.04253674255057769
3123,7129,-0.041382073134548204
7129,3123,0.041382073134548204
3123,9235,-0.06241924911098418
9235,3123,0.06241924911098418
3123,5419,-0.0911258982712233
5419,3123,0.0911258982712233
3123,3416,-0.013582838051442617
3416,3123,0.013582838051442617
3123,6124,-0.07907799823577358
6124,3123,0.07907799823577358
3123,3414,-0.045868596644445606
3414,3123,0.045868596644445606
3123,3415,-0.037462386233866184
3415,3123,0.037462386233866184
3123,3412,-0.059344276252064794
3412,3123,0.059344276252064794
3123,3413,-0.1285191465776926
3413,3123,0.1285191465776926
3123,3411,-0.045836381930479335
3411,3123,0.045836381930479335
3123,5213,-0.038630335553870576
5213,3123,0.038630335553870576
3123,2323,-0.009477769184158815
2323,3123,0.009477769184158815
3123,2322,0.009932400990610357
2322,3123,-0.009932400990610357
3123,2321,0.0194532954635823
2321,3123,-0.0194532954635823
3123,3552,0.030873122989745164
3552,3123,-0.030873122989745164
3123,3551,0.008738357349915533
3551,3123,-0.008738357349915533
3123,3122,-0.041602599472432666
3122,3123,0.041602599472432666
3123,3123,0.0
2329,9249,-0.11885057018755327
9249,2329,0.11885057018755327
2329,1141,-0.014096093347325922
1141,2329,0.014096093347325922
2329,4132,-0.09125843338360934
4132,2329,0.09125843338360934
2329,9121,-0.04800269593427477
9121,2329,0.04800269593427477
2329,7129,-0.046848026518245274
7129,2329,0.046848026518245274
2329,9235,-0.06788520249468126
9235,2329,0.06788520249468126
2329,5419,-0.09659185165492037
5419,2329,0.09659185165492037
2329,3416,-0.019048791435139694
3416,2329,0.019048791435139694
2329,6124,-0.08454395161947066
6124,2329,0.08454395161947066
2329,3414,-0.05133455002814268
3414,2329,0.05133455002814268
2329,3415,-0.04292833961756326
3415,2329,0.04292833961756326
2329,3412,-0.06481022963576187
3412,2329,0.06481022963576187
2329,3413,-0.13398509996138966
3413,2329,0.13398509996138966
2329,3411,-0.05130233531417641
3411,2329,0.05130233531417641
2329,5213,-0.04409628893756765
5213,2329,0.04409628893756765
2329,2323,-0.01494372256785589
2323,2329,0.01494372256785589
2329,2322,0.004466447606913282
2322,2329,-0.004466447606913282
2329,2321,0.013987342079885223
2321,2329,-0.013987342079885223
2329,3552,0.02540716960604809
3552,2329,-0.02540716960604809
2329,3551,0.0032724039662184582
3551,2329,-0.0032724039662184582
2329,3122,-0.04706855285612974
3122,2329,0.04706855285612974
2329,3123,-0.005465953383697075
3123,2329,0.005465953383697075
2329,2329,0.0
4141,9249,0.01769217053965044
9249,4141,-0.01769217053965044
4141,1141,0.12244664737987779
1141,4141,-0.12244664737987779
4141,4132,0.045284307343594364
4132,4141,-0.045284307343594364
4141,9121,0.08854004479292894
9121,4141,-0.08854004479292894
4141,7129,0.08969471420895843
7129,4141,-0.08969471420895843
4141,9235,0.06865753823252245
9235,4141,-0.06865753823252245
4141,5419,0.03995088907228333
5419,4141,-0.03995088907228333
4141,3416,0.11749394929206401
3416,4141,-0.11749394929206401
4141,6124,0.05199878910773305
6124,4141,-0.05199878910773305
4141,3414,0.08520819069906102
3414,4141,-0.08520819069906102
4141,3415,0.09361440110964045
3415,4141,-0.09361440110964045
4141,3412,0.07173251109144184
3412,4141,-0.07173251109144184
4141,3413,0.002557640765814053
3413,4141,-0.002557640765814053
4141,3411,0.0852404054130273
3411,4141,-0.0852404054130273
4141,5213,0.09244645178963605
5213,4141,-0.09244645178963605
4141,2323,0.12159901815934782
2323,4141,-0.12159901815934782
4141,2322,0.141009188334117
2322,4141,-0.141009188334117
4141,2321,0.15053008280708893
2321,4141,-0.15053008280708893
4141,3552,0.1619499103332518
3552,4141,-0.1619499103332518
4141,3551,0.13981514469342216
3551,4141,-0.13981514469342216
4141,3122,0.08947418787107397
3122,4141,-0.08947418787107397
4141,3123,0.13107678734350664
3123,4141,-0.13107678734350664
4141,2329,0.1365427407272037
2329,4141,-0.1365427407272037
4141,4141,0.0
8221,9249,-0.058490103358285195
9249,8221,0.058490103358285195
8221,1141,0.04626437348194215
1141,8221,-0.04626437348194215
8221,4132,-0.03089796655434127
4132,8221,0.03089796655434127
8221,9121,0.012357770894993311
9121,8221,-0.012357770894993311
8221,7129,0.013512440311022798
7129,8221,-0.013512440311022798
8221,9235,-0.007524735665413187
9235,8221,0.007524735665413187
8221,5419,-0.0362313848256523
5419,8221,0.0362313848256523
8221,3416,0.04131167539412838
3416,8221,-0.04131167539412838
8221,6124,-0.024183484790202586
6124,8221,0.024183484790202586
8221,3414,0.009025916801125392
3414,8221,-0.009025916801125392
8221,3415,0.017432127211704812
3415,8221,-0.017432127211704812
8221,3412,-0.0044497628064937905
3412,8221,0.0044497628064937905
8221,3413,-0.07362463313212159
3413,8221,0.07362463313212159
8221,3411,0.00905813151509166
3411,8221,-0.00905813151509166
8221,5213,0.01626417789170042
5213,8221,-0.01626417789170042
8221,2323,0.045416744261412186
2323,8221,-0.045416744261412186
8221,2322,0.06482691443618135
2322,8221,-0.06482691443618135
8221,2321,0.0743478089091533
2321,8221,-0.0743478089091533
8221,3552,0.08576763643531617
3552,8221,-0.08576763643531617
8221,3551,0.06363287079548653
3551,8221,-0.06363287079548653
8221,3122,0.013291913973138334
3122,8221,-0.013291913973138334
8221,3123,0.054894513445571
3123,8221,-0.054894513445571
8221,2329,0.06036046682926807
2329,8221,-0.06036046682926807
8221,4141,-0.07618227389793564
4141,8221,0.07618227389793564
8221,8221,0.0
4142,9249,-0.05878099192535585
9249,4142,0.05878099192535585
4142,1141,0.04597348491487149
1141,4142,-0.04597348491487149
4142,4132,-0.031188855121411927
4132,4142,0.031188855121411927
4142,9121,0.012066882327922652
9121,4142,-0.012066882327922652
4142,7129,0.01322155174395214
7129,4142,-0.01322155174395214
4142,9235,-0.007815624232483847
9235,4142,0.007815624232483847
4142,5419,-0.036522273392722966
5419,4142,0.036522273392722966
4142,3416,0.041020786827057724
3416,4142,-0.041020786827057724
4142,6124,-0.024474373357273243
6124,4142,0.024474373357273243
4142,3414,0.008735028234054731
3414,4142,-0.008735028234054731
4142,3415,0.017141238644634155
3415,4142,-0.017141238644634155
4142,3412,-0.0047406513735644504
3412,4142,0.0047406513735644504
4142,3413,-0.07391552169919224
3413,4142,0.07391552169919224
4142,3411,0.008767242948021002
3411,4142,-0.008767242948021002
4142,5213,0.015973289324629762
5213,4142,-0.015973289324629762
4142,2323,0.04512585569434152
2323,4142,-0.04512585569434152
4142,2322,0.0645360258691107
2322,4142,-0.0645360258691107
4142,2321,0.07405692034208264
2321,4142,-0.07405692034208264
4142,3552,0.08547674786824551
3552,4142,-0.08547674786824551
4142,3551,0.06334198222841587
3551,4142,-0.06334198222841587
4142,3122,0.013001025406067674
3122,4142,-0.013001025406067674
4142,3123,0.05460362487850034
3123,4142,-0.05460362487850034
4142,2329,0.060069578262197415
2329,4142,-0.060069578262197415
4142,4141,-0.0764731624650063
4141,4142,0.0764731624650063
4142,8221,-0.0002908885670706596
8221,4142,0.0002908885670706596
4142,4142,0.0
8139,9249,-0.038275754025792086
9249,8139,0.038275754025792086
8139,1141,0.06647872281443526
1141,8139,-0.06647872281443526
8139,4132,-0.010683617221848163
4132,8139,0.010683617221848163
8139,9121,0.032572120227486415
9121,8139,-0.032572120227486415
8139,7129,0.03372678964351591
7129,8139,-0.03372678964351591
8139,9235,0.01268961366707992
9235,8139,-0.01268961366707992
8139,5419,-0.0160170354931592
5419,8139,0.0160170354931592
8139,3416,0.06152602472662149
3416,8139,-0.06152602472662149
8139,6124,-0.0039691354577094775
6124,8139,0.0039691354577094775
8139,3414,0.0292402661336185
3414,8139,-0.0292402661336185
8139,3415,0.03764647654419792
3415,8139,-0.03764647654419792
8139,3412,0.015764586525999318
3412,8139,-0.015764586525999318
8139,3413,-0.05341028379962847
3413,8139,0.05341028379962847
8139,3411,0.02927248084758477
3411,8139,-0.02927248084758477
8139,5213,0.03647852722419353
5213,8139,-0.03647852722419353
8139,2323,0.06563109359390529
2323,8139,-0.06563109359390529
8139,2322,0.08504126376867446
2322,8139,-0.08504126376867446
8139,2321,0.0945621582416464
2321,8139,-0.0945621582416464
8139,3552,0.10598198576780928
3552,8139,-0.10598198576780928
8139,3551,0.08384722012797964
3551,8139,-0.08384722012797964
8139,3122,0.03350626330563144
3122,8139,-0.03350626330563144
8139,3123,0.07510886277806411
3123,8139,-0.07510886277806411
8139,2329,0.08057481616176118
2329,8139,-0.08057481616176118
8139,4141,-0.05596792456544253
4141,8139,0.05596792456544253
8139,8221,0.020214349332493105
8221,8139,-0.020214349332493105
8139,4142,0.020505237899563766
4142,8139,-0.020505237899563766
8139,8139,0.0
6221,9249,0.026643217975929785
9249,6221,-0.026643217975929785
6221,1141,0.13139769481615712
1141,6221,-0.13139769481615712
6221,4132,0.054235354779873714
4132,6221,-0.054235354779873714
6221,9121,0.09749109222920829
9121,6221,-0.09749109222920829
6221,7129,0.09864576164523778
7129,6221,-0.09864576164523778
6221,9235,0.0776085856688018
9235,6221,-0.0776085856688018
6221,5419,0.04890193650856268
5419,6221,-0.04890193650856268
6221,3416,0.12644499672834336
3416,6221,-0.12644499672834336
6221,6124,0.0609498365440124
6124,6221,-0.0609498365440124
6221,3414,0.09415923813534037
3414,6221,-0.09415923813534037
6221,3415,0.1025654485459198
3415,6221,-0.1025654485459198
6221,3412,0.08068355852772119
3412,6221,-0.08068355852772119
6221,3413,0.011508688202093399
3413,6221,-0.011508688202093399
6221,3411,0.09419145284930665
3411,6221,-0.09419145284930665
6221,5213,0.1013974992259154
5213,6221,-0.1013974992259154
6221,2323,0.13055006559562715
2323,6221,-0.13055006559562715
6221,2322,0.14996023577039633
2322,6221,-0.14996023577039633
6221,2321,0.15948113024336827
2321,6221,-0.15948113024336827
6221,3552,0.17090095776953115
3552,6221,-0.17090095776953115
6221,3551,0.14876619212970152
3551,6221,-0.14876619212970152
6221,3122,0.09842523530735331
3122,6221,-0.09842523530735331
6221,3123,0.14002783477978598
3123,6221,-0.14002783477978598
6221,2329,0.14549378816348305
2329,6221,-0.14549378816348305
6221,4141,0.008951047436279346
4141,6221,-0.008951047436279346
6221,8221,0.08513332133421497
8221,6221,-0.08513332133421497
6221,4142,0.08542420990128564
4142,6221,-0.08542420990128564
6221,8139,0.06491897200172188
8139,6221,-0.06491897200172188
6221,6221,0.0
8149,9249,-0.12096322396352266
9249,8149,0.12096322396352266
8149,1141,-0.016208747123295317
1141,8149,0.016208747123295317
8149,4132,-0.09337108715957874
4132,8149,0.09337108715957874
8149,9121,-0.05011534971024416
9121,8149,0.05011534971024416
8149,7129,-0.04896068029421467
7129,8149,0.04896068029421467
8149,9235,-0.06999785627065065
9235,8149,0.06999785627065065
8149,5419,-0.09870450543088978
5419,8149,0.09870450543088978
8149,3416,-0.02116144521110909
3416,8149,0.02116144521110909
8149,6124,-0.08665660539544005
6124,8149,0.08665660539544005
8149,3414,-0.05344720380411208
3414,8149,0.05344720380411208
8149,3415,-0.04504099339353266
3415,8149,0.04504099339353266
8149,3412,-0.06692288341173126
3412,8149,0.06692288341173126
8149,3413,-0.13609775373735905
3413,8149,0.13609775373735905
8149,3411,-0.05341498909014581
3411,8149,0.05341498909014581
8149,5213,-0.04620894271353705
5213,8149,0.04620894271353705
8149,2323,-0.017056376343825286
2323,8149,0.017056376343825286
8149,2322,0.0023537938309438873
2322,8149,-0.0023537938309438873
8149,2321,0.011874688303915828
2321,8149,-0.011874688303915828
8149,3552,0.023294515830078695
3552,8149,-0.023294515830078695
8149,3551,0.0011597501902490634
3551,8149,-0.0011597501902490634
8149,3122,-0.049181206632099135
3122,8149,0.049181206632099135
8149,3123,-0.00757860715966647
3123,8149,0.00757860715966647
8149,2329,-0.002112653775969395
2329,8149,0.002112653775969395
8149,4141,-0.1386553945031731
4141,8149,0.1386553945031731
8149,8221,-0.06247312060523747
8221,8149,0.06247312060523747
8149,4142,-0.06218223203816681
4142,8149,0.06218223203816681
8149,8139,-0.08268746993773057
8139,8149,0.08268746993773057
8149,6221,-0.14760644193945244
6221,8149,0.14760644193945244
8149,8149,0.0
4134,9249,-0.06977420568462313
9249,4134,0.06977420568462313
4134,1141,0.03498027115560422
1141,4134,-0.03498027115560422
4134,4132,-0.042182068880679206
4132,4134,0.042182068880679206
4134,9121,0.0010736685686553752
9121,4134,-0.0010736685686553752
4134,7129,0.002228337984684863
7129,4134,-0.002228337984684863
4134,9235,-0.01880883799175112
9235,4134,0.01880883799175112
4134,5419,-0.04751548715199024
5419,4134,0.04751548715199024
4134,3416,0.030027573067790445
3416,4134,-0.030027573067790445
4134,6124,-0.03546758711654052
6124,4134,0.03546758711654052
4134,3414,-0.002258185525212544
3414,4134,0.002258185525212544
4134,3415,0.006148024885366878
3415,4134,-0.006148024885366878
4134,3412,-0.015733865132831728
3412,4134,0.015733865132831728
4134,3413,-0.08490873545845952
3413,4134,0.08490873545845952
4134,3411,-0.002225970811246274
3411,4134,0.002225970811246274
4134,5213,0.004980075565362486
5213,4134,-0.004980075565362486
4134,2323,0.034132641935074245
2323,4134,-0.034132641935074245
4134,2322,0.05354281210984342
2322,4134,-0.05354281210984342
4134,2321,0.06306370658281536
2321,4134,-0.06306370658281536
4134,3552,0.07448353410897823
3552,4134,-0.07448353410897823
4134,3551,0.0523487684691486
3551,4134,-0.0523487684691486
4134,3122,0.0020078116468003984
3122,4134,-0.0020078116468003984
4134,3123,0.04361041111923306
3123,4134,-0.04361041111923306
4134,2329,0.04907636450293014
2329,4134,-0.04907636450293014
4134,4141,-0.08746637622427357
4141,4134,0.08746637622427357
4134,8221,-0.011284102326337935
8221,4134,0.011284102326337935
4134,4142,-0.010993213759267276
4142,4134,0.010993213759267276
4134,8139,-0.03149845165883104
8139,4134,0.03149845165883104
4134,6221,-0.09641742366055292
6221,4134,0.09641742366055292
4134,8149,0.05118901827889953
8149,4134,-0.05118901827889953
4134,4134,0.0
8222,9249,-0.08286172782165532
9249,8222,0.08286172782165532
8222,1141,0.021892749018572022
1141,8222,-0.021892749018572022
8222,4132,-0.0552695910177114
4132,8222,0.0552695910177114
8222,9121,-0.01201385356837682
