SOCcode1,SOCcode2,angSep
9249,9249,0.0
4132,9249,0.14622635930709127
9249,4132,0.14622635930709127
4132,4132,0.0
7129,9249,0.08921512675047605
9249,7129,0.08921512675047605
7129,4132,0.05840242044133326
4132,7129,0.05840242044133326
7129,7129,0.0
5419,9249,0.21663579566809554
9249,5419,0.21663579566809554
5419,4132,0.1419005447745343
4132,5419,0.1419005447745343
5419,7129,0.12817742709774482
7129,5419,0.12817742709774482
5419,5419,0.0
3416,9249,0.16298796305360086
9249,3416,0.16298796305360086
3416,4132,0.0606034044037731
4132,3416,0.0606034044037731
3416,7129,0.05768380536817752
7129,3416,0.05768380536817752
3416,5419,0.08462737143400068
5419,3416,0.08462737143400068
3416,3416,0.0
3417,9249,0.14244269195258186
9249,3417,0.14244269195258186
3417,4132,0.14063290509211557
4132,3417,0.14063290509211557
3417,7129,0.10158053971576064
7129,3417,0.10158053971576064
3417,5419,0.05809299775550136
5419,3417,0.05809299775550136
3417,3416,0.0709295045223235
3416,3417,0.0709295045223235
3417,3417,0.0
3414,9249,0.15974778286662206
9249,3414,0.15974778286662206
3414,4132,0.2152908190553231
4132,3414,0.2152908190553231
3414,7129,0.1156623395891565
7129,3414,0.1156623395891565
3414,5419,0.2052854009710352
5419,3414,0.2052854009710352
3414,3416,0.15718091650551202
3416,3414,0.15718091650551202
3414,3417,0.14865682864895136
3417,3414,0.14865682864895136
3414,3414,0.0
3415,9249,0.16086312362887634
9249,3415,0.16086312362887634
3415,4132,0.09398891997897951
4132,3415,0.09398891997897951
3415,7129,0.07071185480405973
7129,3415,0.07071185480405973
3415,5419,0.10259978890909238
5419,3415,0.10259978890909238
3415,3416,0.046024710900379295
3416,3415,0.046024710900379295
3415,3417,0.0951763784489672
3417,3415,0.0951763784489672
3415,3414,0.10525350883270645
3414,3415,0.10525350883270645
3415,3415,0.0
3412,9249,0.127322537739202
9249,3412,0.127322537739202
3412,4132,0.03866199128840897
4132,3412,0.03866199128840897
3412,7129,0.04048824285814545
7129,3412,0.04048824285814545
3412,5419,0.12544664082587897
5419,3412,0.12544664082587897
3412,3416,0.028663002704592322
3416,3412,0.028663002704592322
3412,3417,0.10221566812206873
3417,3412,0.10221566812206873
3412,3414,0.14661404746742013
3414,3412,0.14661404746742013
3412,3415,0.04616934649816562
3415,3412,0.04616934649816562
3412,3412,0.0
3413,9249,0.10988459080832791
9249,3413,0.10988459080832791
3413,4132,0.09754333606309895
4132,3413,0.09754333606309895
3413,7129,0.05085334458727886
7129,3413,0.05085334458727886
3413,5419,0.1474626762449578
5419,3413,0.1474626762449578
3413,3416,0.06322233526188115
3416,3413,0.06322233526188115
3413,3417,0.09634961636819295
3417,3413,0.09634961636819295
3413,3414,0.07003644473521631
3414,3413,0.07003644473521631
3413,3415,0.05115321625569236
3415,3413,0.05115321625569236
3413,3412,0.04148739883066577
3412,3413,0.04148739883066577
3413,3413,0.0
7115,9249,0.1280424807127314
9249,7115,0.1280424807127314
7115,4132,0.09840476520697072
4132,7115,0.09840476520697072
7115,7129,0.0784880355667259
7129,7115,0.0784880355667259
7115,5419,0.0936034137416425
5419,7115,0.0936034137416425
7115,3416,0.08491710848545597
3416,7115,0.08491710848545597
7115,3417,0.04712901701499972
3417,7115,0.04712901701499972
7115,3414,0.1503257220901999
3414,7115,0.1503257220901999
7115,3415,0.11490918196090971
3415,7115,0.11490918196090971
7115,3412,0.09764282368428967
3412,7115,0.09764282368428967
7115,3413,0.09821178386401008
3413,7115,0.09821178386401008
7115,7115,0.0
3411,9249,0.17013185765037897
9249,3411,0.17013185765037897
3411,4132,0.11521538883129756
4132,3411,0.11521538883129756
3411,7129,0.0823370893892712
7129,3411,0.0823370893892712
3411,5419,0.04201767550991553
5419,3411,0.04201767550991553
3411,3416,0.041278100161701414
3416,3411,0.041278100161701414
3411,3417,0.04151471056557843
3417,3411,0.04151471056557843
3411,3414,0.12105976321816592
3414,3411,0.12105976321816592
3411,3415,0.05609859692919872
3415,3411,0.05609859692919872
3411,3412,0.07574835680679348
3412,3411,0.07574835680679348
3411,3413,0.0695493930526987
3413,3411,0.0695493930526987
3411,7115,0.0702046132171662
7115,3411,0.0702046132171662
3411,3411,0.0
6142,9249,0.0956014871841735
9249,6142,0.0956014871841735
6142,4132,0.15178289327879257
4132,6142,0.15178289327879257
6142,7129,0.08041121637619464
7129,6142,0.08041121637619464
6142,5419,0.11535444454608534
5419,6142,0.11535444454608534
6142,3416,0.12325232032328615
3416,6142,0.12325232032328615
6142,3417,0.05113947458874024
3417,6142,0.05113947458874024
6142,3414,0.148979252449437
3414,6142,0.148979252449437
6142,3415,0.1339091759102653
3415,6142,0.1339091759102653
6142,3412,0.12942332740068974
3412,6142,0.12942332740068974
6142,3413,0.11929328644986803
3413,6142,0.11929328644986803
6142,7115,0.07512322690881101
7115,6142,0.07512322690881101
6142,3411,0.09278011816764076
3411,6142,0.09278011816764076
6142,6142,0.0
6132,9249,0.1437106543473079
9249,6132,0.1437106543473079
6132,4132,0.1638371579182788
4132,6132,0.1638371579182788
6132,7129,0.103132671392837
7129,6132,0.103132671392837
6132,5419,0.10710857026224607
5419,6132,0.10710857026224607
6132,3416,0.13031710502367266
3416,6132,0.13031710502367266
6132,3417,0.04689256619459414
3417,6132,0.04689256619459414
6132,3414,0.16014276743286437
3414,6132,0.16014276743286437
6132,3415,0.14989315862376218
3415,6132,0.14989315862376218
6132,3412,0.1491373148680134
3412,6132,0.1491373148680134
6132,3413,0.1372241787737153
3413,6132,0.1372241787737153
6132,7115,0.049745466559227625
7115,6132,0.049745466559227625
6132,3411,0.08700495292675947
3411,6132,0.08700495292675947
6132,6142,0.036952089289932655
6142,6132,0.036952089289932655
6132,6132,0.0
7113,9249,0.20138743498370526
9249,7113,0.20138743498370526
7113,4132,0.09885303589945382
4132,7113,0.09885303589945382
7113,7129,0.13185435969834114
7129,7113,0.13185435969834114
7113,5419,0.25907450827768297
5419,7113,0.25907450827768297
7113,3416,0.1418321107105024
3416,7113,0.1418321107105024
7113,3417,0.2250671510552551
3417,7113,0.2250671510552551
7113,3414,0.2504109474011955
3414,7113,0.2504109474011955
7113,3415,0.16739837748852715
3415,7113,0.16739837748852715
7113,3412,0.09024944361698806
3412,7113,0.09024944361698806
7113,3413,0.10941196480077608
3413,7113,0.10941196480077608
7113,7115,0.17404331165969522
7115,7113,0.17404331165969522
7113,3411,0.19678322061244535
3411,7113,0.19678322061244535
7113,6142,0.25671787877296093
6142,7113,0.25671787877296093
7113,6132,0.2571756234784065
6132,7113,0.2571756234784065
7113,7113,0.0
3550,9249,0.14263864174717034
9249,3550,0.14263864174717034
3550,4132,0.1389552661419039
4132,3550,0.1389552661419039
3550,7129,0.09092546393791545
7129,3550,0.09092546393791545
3550,5419,0.10501955806850272
5419,3550,0.10501955806850272
3550,3416,0.09319129727835818
3416,3550,0.09319129727835818
3550,3417,0.05402586149497124
3417,3550,0.05402586149497124
3550,3414,0.17363769345391855
3414,3550,0.17363769345391855
3550,3415,0.1303092226321665
3415,3550,0.1303092226321665
3550,3412,0.11520983926608563
3412,3550,0.11520983926608563
3550,3413,0.1280503874517508
3413,3550,0.1280503874517508
3550,7115,0.07440801640044525
7115,3550,0.07440801640044525
3550,3411,0.07278657518808462
3411,3550,0.07278657518808462
3550,6142,0.03868506071116884
6142,3550,0.03868506071116884
3550,6132,0.03434429423089791
6132,3550,0.03434429423089791
3550,7113,0.23909839290631085
7113,3550,0.23909839290631085
3550,3550,0.0
3122,9249,0.20130691858376382
9249,3122,0.20130691858376382
3122,4132,0.07980573585908612
4132,3122,0.07980573585908612
3122,7129,0.09717193171152128
7129,3122,0.09717193171152128
3122,5419,0.11230665297969966
5419,3122,0.11230665297969966
3122,3416,0.047341446286627176
3416,3122,0.047341446286627176
3122,3417,0.10403496771342902
3417,3122,0.10403496771342902
3122,3414,0.21177838085208467
3414,3122,0.21177838085208467
3122,3415,0.10536276541278455
3415,3122,0.10536276541278455
3122,3412,0.06985837404510087
3412,3122,0.06985837404510087
3122,3413,0.12243204125835083
3413,3122,0.12243204125835083
3122,7115,0.10519501878890714
7115,3122,0.10519501878890714
3122,3411,0.08420446126685643
3411,3122,0.08420446126685643
3122,6142,0.15175580248740583
6142,3122,0.15175580248740583
3122,6132,0.13633937413688413
6132,3122,0.13633937413688413
3122,7113,0.18572010639715741
7113,3122,0.18572010639715741
3122,3550,0.10151238626564574
3550,3122,0.10151238626564574
3122,3122,0.0
7214,9249,0.14182259710427458
9249,7214,0.14182259710427458
7214,4132,0.07968488722022049
4132,7214,0.07968488722022049
7214,7129,0.07111263622256636
7129,7214,0.07111263622256636
7214,5419,0.1584333537430186
5419,7214,0.1584333537430186
7214,3416,0.06932323308831112
3416,7214,0.06932323308831112
7214,3417,0.10919665362063125
3417,7214,0.10919665362063125
7214,3414,0.21614639187811335
3414,7214,0.21614639187811335
7214,3415,0.09812104555833179
3415,7214,0.09812104555833179
7214,3412,0.06323939469320117
3412,7214,0.06323939469320117
7214,3413,0.10584937432348374
3413,7214,0.10584937432348374
7214,7115,0.11785601628108111
7115,7214,0.11785601628108111
7214,3411,0.12696900036767622
3411,7214,0.12696900036767622
7214,6142,0.1154093622613035
6142,7214,0.1154093622613035
7214,6132,0.14635512979645704
6132,7214,0.14635512979645704
7214,7113,0.154188960533437
7113,7214,0.154188960533437
7214,3550,0.11816266031118039
3550,7214,0.11816266031118039
7214,3122,0.09588247584051124
3122,7214,0.09588247584051124
7214,7214,0.0
8139,9249,0.16705437013174607
9249,8139,0.16705437013174607
8139,4132,0.19044403977135171
4132,8139,0.19044403977135171
8139,7129,0.13620602687137617
7129,8139,0.13620602687137617
8139,5419,0.08625135679826035
5419,8139,0.08625135679826035
8139,3416,0.12536648027001707
3416,8139,0.12536648027001707
8139,3417,0.029432862544718774
3417,8139,0.029432862544718774
8139,3414,0.17180084016716546
3414,8139,0.17180084016716546
8139,3415,0.15185825755584903
3415,8139,0.15185825755584903
8139,3412,0.15974144021513703
3412,8139,0.15974144021513703
8139,3413,0.14999386190022845
3413,8139,0.14999386190022845
8139,7115,0.05212095462484634
7115,8139,0.05212095462484634
8139,3411,0.07696307272694747
3411,8139,0.07696307272694747
8139,6142,0.058523914509856945
6142,8139,0.058523914509856945
8139,6132,0.03563216316786455
6132,8139,0.03563216316786455
8139,7113,0.28190741636089256
7113,8139,0.28190741636089256
8139,3550,0.05787125337541843
3550,8139,0.05787125337541843
8139,3122,0.1317952944248464
3122,8139,0.1317952944248464
8139,7214,0.15656759384065233
7214,8139,0.15656759384065233
8139,8139,0.0
6240,9249,0.11503326583663853
9249,6240,0.11503326583663853
6240,4132,0.11810415567923915
4132,6240,0.11810415567923915
6240,7129,0.06462717767926074
7129,6240,0.06462717767926074
6240,5419,0.08956665515615636
5419,6240,0.08956665515615636
6240,3416,0.08023931144729335
3416,6240,0.08023931144729335
6240,3417,0.05627269669661572
3417,6240,0.05627269669661572
6240,3414,0.13924984348341984
3414,6240,0.13924984348341984
6240,3415,0.1097645765931502
3415,6240,0.1097645765931502
6240,3412,0.1018387400808145
3412,6240,0.1018387400808145
6240,3413,0.10249823351571996
3413,6240,0.10249823351571996
6240,7115,0.05527989267292377
7115,6240,0.05527989267292377
6240,3411,0.06380367228585315
3411,6240,0.06380367228585315
6240,6142,0.048545555789660466
6142,6240,0.048545555789660466
6240,6132,0.0443127251116715
6132,6240,0.0443127251116715
6240,7113,0.21463317267131643
7113,6240,0.21463317267131643
6240,3550,0.04373254193826681
3550,6240,0.04373254193826681
6240,3122,0.11912163548296106
3122,6240,0.11912163548296106
6240,7214,0.12278197716025852
7214,6240,0.12278197716025852
6240,8139,0.055602855614215296
8139,6240,0.055602855614215296
6240,6240,0.0
7121,9249,0.15977057395393668
9249,7121,0.15977057395393668
7121,4132,0.03042299435555873
4132,7121,0.03042299435555873
7121,7129,0.057438902222109456
7129,7121,0.057438902222109456
7121,5419,0.1469189408038477
5419,7121,0.1469189408038477
7121,3416,0.06851597644929175
3416,7121,0.06851597644929175
7121,3417,0.1427818434392676
3417,7121,0.1427818434392676
7121,3414,0.20713535304504116
3414,7121,0.20713535304504116
7121,3415,0.09849082024162625
3415,7121,0.09849082024162625
7121,3412,0.044886824532204384
3412,7121,0.044886824532204384
7121,3413,0.09203315904503151
3413,7121,0.09203315904503151
7121,7115,0.10066706257082114
7115,7121,0.10066706257082114
7121,3411,0.12609219314832265
3411,7121,0.12609219314832265
7121,6142,0.1691790461838557
6142,7121,0.1691790461838557
7121,6132,0.16435584067707865
6132,7121,0.16435584067707865
7121,7113,0.09756824056480418
7113,7121,0.09756824056480418
7121,3550,0.14793725090758658
3550,7121,0.14793725090758658
7121,3122,0.08986575846797229
3122,7121,0.08986575846797229
7121,7214,0.09550382079085484
7214,7121,0.09550382079085484
7121,8139,0.19902783136053548
8139,7121,0.19902783136053548
7121,6240,0.12575328766560856
6240,7121,0.12575328766560856
7121,7121,0.0
8149,9249,0.18360288219171328
9249,8149,0.18360288219171328
8149,4132,0.19817074645901478
4132,8149,0.19817074645901478
8149,7129,0.1448826268076061
7129,8149,0.1448826268076061
8149,5419,0.1250527295439412
5419,8149,0.1250527295439412
8149,3416,0.1277706621937158
3416,8149,0.1277706621937158
8149,3417,0.058286910719151486
3417,8149,0.058286910719151486
8149,3414,0.21244353904906277
3414,8149,0.21244353904906277
8149,3415,0.1783578225243253
3415,8149,0.1783578225243253
8149,3412,0.17260173298556425
3412,8149,0.17260173298556425
8149,3413,0.17935115130932533
3413,8149,0.17935115130932533
8149,7115,0.08582805794832804
7115,8149,0.08582805794832804
8149,3411,0.09789425699678989
3411,8149,0.09789425699678989
8149,6142,0.06294301724407336
6142,8149,0.06294301724407336
8149,6132,0.06198928549822402
6132,8149,0.06198928549822402
8149,7113,0.3105477482093477
7113,8149,0.3105477482093477
8149,3550,0.04531099819287654
3550,8149,0.04531099819287654
8149,3122,0.14899213594754368
3122,8149,0.14899213594754368
8149,7214,0.14208410158467277
7214,8149,0.14208410158467277
