SOCcode1,SOCcode2,modOfMod
3122,4132,-0.0441898805274796
4132,3122,0.0441898805274796
3122,7129,0.00022052633788446457
7129,3122,-0.00022052633788446457
3122,5419,-0.04952329879879064
5419,3122,0.04952329879879064
3122,3416,0.024706915380577656
3416,3122,-0.024706915380577656
3122,3417,-0.011046098395430044
3417,3122,0.011046098395430044
3122,3414,-0.004265997172012943
3414,3122,0.004265997172012943
3122,3415,0.004140213238566479
3415,3122,-0.004140213238566479
3122,3412,-0.017741676779632124
3412,3122,0.017741676779632124
3122,3413,-0.06856161983310986
3413,3122,0.06856161983310986
3122,7115,-0.018141266543541718
7115,3122,0.018141266543541718
3122,3411,-0.004233782458046672
3411,3122,0.004233782458046672
3122,6142,0.062388613328656216
6142,3122,-0.062388613328656216
3122,6132,0.0018066354295951741
6132,3122,-0.0018066354295951741
3122,7113,-0.10816523680557336
7113,3122,0.10816523680557336
3122,3550,0.05082968006554173
3550,3122,-0.05082968006554173
3122,3122,0.0
7214,9249,-0.05878099192535585
9249,7214,0.05878099192535585
7214,4132,-0.031188855121411927
4132,7214,0.031188855121411927
7214,7129,0.01322155174395214
7129,7214,-0.01322155174395214
7214,5419,-0.036522273392722966
5419,7214,0.036522273392722966
7214,3416,0.03770794078664533
3416,7214,-0.03770794078664533
7214,3417,0.00195492701063763
3417,7214,-0.00195492701063763
7214,3414,0.008735028234054731
3414,7214,-0.008735028234054731
7214,3415,0.017141238644634155
3415,7214,-0.017141238644634155
7214,3412,-0.0047406513735644504
3412,7214,0.0047406513735644504
7214,3413,-0.05556059442704219
3413,7214,0.05556059442704219
7214,7115,-0.005140241137474044
7115,7214,0.005140241137474044
7214,3411,0.008767242948021002
3411,7214,-0.008767242948021002
7214,6142,0.07538963873472389
6142,7214,-0.07538963873472389
7214,6132,0.014807660835662848
6132,7214,-0.014807660835662848
7214,7113,-0.09516421139950568
7113,7214,0.09516421139950568
7214,3550,0.0638307054716094
3550,7214,-0.0638307054716094
7214,3122,0.013001025406067674
3122,7214,-0.013001025406067674
7214,7214,0.0
8139,9249,-0.043482780447885803
9249,8139,0.043482780447885803
8139,4132,-0.01589064364394188
4132,8139,0.01589064364394188
8139,7129,0.028519763221422186
7129,8139,-0.028519763221422186
8139,5419,-0.021224061915252918
5419,8139,0.021224061915252918
8139,3416,0.053006152264115376
3416,8139,-0.053006152264115376
8139,3417,0.01725313848810768
3417,8139,-0.01725313848810768
8139,3414,0.02403323971152478
3414,8139,-0.02403323971152478
8139,3415,0.0324394501221042
3415,8139,-0.0324394501221042
8139,3412,0.010557560103905598
3412,8139,-0.010557560103905598
8139,3413,-0.04026238294957214
3413,8139,0.04026238294957214
8139,7115,0.010157970339996004
7115,8139,-0.010157970339996004
8139,3411,0.024065454425491052
3411,8139,-0.024065454425491052
8139,6142,0.09068785021219394
6142,8139,-0.09068785021219394
8139,6132,0.030105872313132897
6132,8139,-0.030105872313132897
8139,7113,-0.07986599992203564
7113,8139,0.07986599992203564
8139,3550,0.07912891694907945
3550,8139,-0.07912891694907945
8139,3122,0.028299236883537724
3122,8139,-0.028299236883537724
8139,7214,0.015298211477470049
7214,8139,-0.015298211477470049
8139,8139,0.0
6240,9249,-0.06933219539661638
9249,6240,0.06933219539661638
6240,4132,-0.041740058592672456
4132,6240,0.041740058592672456
6240,7129,0.0026703482726916096
7129,6240,-0.0026703482726916096
6240,5419,-0.04707347686398349
5419,6240,0.04707347686398349
6240,3416,0.027156737315384802
3416,6240,-0.027156737315384802
6240,3417,-0.008596276460622899
3417,6240,0.008596276460622899
6240,3414,-0.0018161752372057975
3414,6240,0.0018161752372057975
6240,3415,0.006590035173373625
3415,6240,-0.006590035173373625
6240,3412,-0.01529185484482498
3412,6240,0.01529185484482498
6240,3413,-0.06611179789830272
3413,6240,0.06611179789830272
6240,7115,-0.015691444608734572
7115,6240,0.015691444608734572
6240,3411,-0.0017839605232395275
3411,6240,0.0017839605232395275
6240,6142,0.06483843526346336
6142,6240,-0.06483843526346336
6240,6132,0.004256457364402319
6132,6240,-0.004256457364402319
6240,7113,-0.1057154148707662
7113,6240,0.1057154148707662
6240,3550,0.05327950200034887
3550,6240,-0.05327950200034887
6240,3122,0.002449821934807145
3122,6240,-0.002449821934807145
6240,7214,-0.01055120347126053
7214,6240,0.01055120347126053
6240,8139,-0.025849414948730578
8139,6240,0.025849414948730578
6240,6240,0.0
7121,9249,-0.06479848764790055
9249,7121,0.06479848764790055
7121,4132,-0.037206350843956626
4132,7121,0.037206350843956626
7121,7129,0.007204056021407443
7129,7121,-0.007204056021407443
7121,5419,-0.04253976911526766
5419,7121,0.04253976911526766
7121,3416,0.03169044506410063
3416,7121,-0.03169044506410063
7121,3417,-0.004062568711907065
3417,7121,0.004062568711907065
7121,3414,0.0027175325115100365
3414,7121,-0.0027175325115100365
7121,3415,0.011123742922089458
3415,7121,-0.011123742922089458
7121,3412,-0.010758147096109146
3412,7121,0.010758147096109146
7121,3413,-0.06157809014958689
3413,7121,0.06157809014958689
7121,7115,-0.01115773686001874
7115,7121,0.01115773686001874
7121,3411,0.0027497472254763063
3411,7121,-0.0027497472254763063
7121,6142,0.0693721430121792
6142,7121,-0.0693721430121792
7121,6132,0.008790165113118153
6132,7121,-0.008790165113118153
7121,7113,-0.10118170712205038
7113,7121,0.10118170712205038
7121,3550,0.05781320974906471
3550,7121,-0.05781320974906471
7121,3122,0.006983529683522979
3122,7121,-0.006983529683522979
7121,7214,-0.006017495722544695
7214,7121,0.006017495722544695
7121,8139,-0.021315707200014744
8139,7121,0.021315707200014744
7121,6240,0.004533707748715834
6240,7121,-0.004533707748715834
7121,7121,0.0
8149,9249,-0.12096322396352266
9249,8149,0.12096322396352266
8149,4132,-0.09337108715957874
4132,8149,0.09337108715957874
8149,7129,-0.04896068029421467
7129,8149,0.04896068029421467
8149,5419,-0.09870450543088978
5419,8149,0.09870450543088978
8149,3416,-0.02447429125152148
3416,8149,0.02447429125152148
8149,3417,-0.06022730502752918
3417,8149,0.06022730502752918
8149,3414,-0.05344720380411208
3414,8149,0.05344720380411208
8149,3415,-0.04504099339353266
3415,8149,0.04504099339353266
8149,3412,-0.06692288341173126
3412,8149,0.06692288341173126
8149,3413,-0.117742826465209
3413,8149,0.117742826465209
8149,7115,-0.06732247317564086
7115,8149,0.06732247317564086
8149,3411,-0.05341498909014581
3411,8149,0.05341498909014581
8149,6142,0.013207406696557079
6142,8149,-0.013207406696557079
8149,6132,-0.04737457120250396
6132,8149,0.04737457120250396
8149,7113,-0.15734644343767248
7113,8149,0.15734644343767248
8149,3550,0.001648473433442593
3550,8149,-0.001648473433442593
8149,3122,-0.049181206632099135
3122,8149,0.049181206632099135
8149,7214,-0.06218223203816681
7214,8149,0.06218223203816681
8149,8139,-0.07748044351563686
8139,8149,0.07748044351563686
8149,6240,-0.05163102856690628
6240,8149,0.05163102856690628
8149,7121,-0.05616473631562211
7121,8149,0.05616473631562211
8149,8149,0.0
4134,9249,-0.05614624291600559
9249,4134,0.05614624291600559
4134,4132,-0.028554106112061665
4132,4134,0.028554106112061665
4134,7129,0.015856300753302403
7129,4134,-0.015856300753302403
4134,5419,-0.033887524383372704
5419,4134,0.033887524383372704
4134,3416,0.04034268979599559
3416,4134,-0.04034268979599559
4134,3417,0.004589676019987894
3417,4134,-0.004589676019987894
4134,3414,0.011369777243404995
3414,4134,-0.011369777243404995
4134,3415,0.019775987653984417
3415,4134,-0.019775987653984417
4134,3412,-0.002105902364214187
3412,4134,0.002105902364214187
4134,3413,-0.05292584541769193
3413,4134,0.05292584541769193
4134,7115,-0.0025054921281237805
7115,4134,0.0025054921281237805
4134,3411,0.011401991957371266
3411,4134,-0.011401991957371266
4134,6142,0.07802438774407415
6142,4134,-0.07802438774407415
4134,6132,0.01744240984501311
6132,4134,-0.01744240984501311
4134,7113,-0.09252946239015541
7113,4134,0.09252946239015541
4134,3550,0.06646545448095967
3550,4134,-0.06646545448095967
4134,3122,0.015635774415417938
3122,4134,-0.015635774415417938
4134,7214,0.0026347490093502637
7214,4134,-0.0026347490093502637
4134,8139,-0.012663462468119785
8139,4134,0.012663462468119785
4134,6240,0.013185952480610793
6240,4134,-0.013185952480610793
4134,7121,0.00865224473189496
7121,4134,-0.00865224473189496
4134,8149,0.06481698104751707
8149,4134,-0.06481698104751707
4134,4134,0.0
8222,9249,-0.08286172782165532
9249,8222,0.08286172782165532
8222,4132,-0.0552695910177114
4132,8222,0.0552695910177114
8222,7129,-0.010859184152347332
7129,8222,0.010859184152347332
8222,5419,-0.06060300928902244
5419,8222,0.06060300928902244
8222,3416,0.01362720489034586
3416,8222,-0.01362720489034586
8222,3417,-0.02212580888566184
3417,8222,0.02212580888566184
8222,3414,-0.015345707662244738
3414,8222,0.015345707662244738
8222,3415,-0.006939497251665316
3415,8222,0.006939497251665316
8222,3412,-0.02882138726986392
3412,8222,0.02882138726986392
8222,3413,-0.07964133032334166
3413,8222,0.07964133032334166
8222,7115,-0.029220977033773514
7115,8222,0.029220977033773514
8222,3411,-0.015313492948278468
3411,8222,0.015313492948278468
8222,6142,0.05130890283842442
6142,8222,-0.05130890283842442
8222,6132,-0.009273075060636621
6132,8222,0.009273075060636621
8222,7113,-0.11924494729580515
7113,8222,0.11924494729580515
8222,3550,0.039749969575309935
3550,8222,-0.039749969575309935
8222,3122,-0.011079710490231796
3122,8222,0.011079710490231796
8222,7214,-0.02408073589629947
7214,8222,0.02408073589629947
8222,8139,-0.03937894737376952
8139,8222,0.03937894737376952
8222,6240,-0.01352953242503894
6240,8222,0.01352953242503894
8222,7121,-0.018063240173754776
7121,8222,0.018063240173754776
8222,8149,0.03810149614186734
8149,8222,-0.03810149614186734
8222,4134,-0.026715484905649733
4134,8222,0.026715484905649733
8222,8222,0.0
9273,9249,0.010420086616036009
9249,9273,-0.010420086616036009
9273,4132,0.03801222341997994
4132,9273,-0.03801222341997994
9273,7129,0.08242263028534401
7129,9273,-0.08242263028534401
9273,5419,0.0326788051486689
5419,9273,-0.0326788051486689
9273,3416,0.10690901932803719
3416,9273,-0.10690901932803719
9273,3417,0.0711560055520295
3417,9273,-0.0711560055520295
9273,3414,0.0779361067754466
3414,9273,-0.0779361067754466
9273,3415,0.08634231718602602
3415,9273,-0.08634231718602602
9273,3412,0.06446042716782742
3412,9273,-0.06446042716782742
9273,3413,0.013640484114349673
3413,9273,-0.013640484114349673
9273,7115,0.06406083740391783
7115,9273,-0.06406083740391783
9273,3411,0.07796832148941286
3411,9273,-0.07796832148941286
9273,6142,0.14459071727611575
6142,9273,-0.14459071727611575
9273,6132,0.0840087393770547
6132,9273,-0.0840087393770547
9273,7113,-0.025963132858113813
7113,9273,0.025963132858113813
9273,3550,0.13303178401300125
3550,9273,-0.13303178401300125
9273,3122,0.08220210394745954
3122,9273,-0.08220210394745954
9273,7214,0.06920107854139186
7214,9273,-0.06920107854139186
9273,8139,0.05390286706392181
8139,9273,-0.05390286706392181
9273,6240,0.07975228201265239
6240,9273,-0.07975228201265239
9273,7121,0.07521857426393656
7121,9273,-0.07521857426393656
9273,8149,0.13138331057955868
8149,9273,-0.13138331057955868
9273,4134,0.0665663295320416
4134,9273,-0.0665663295320416
9273,8222,0.09328181443769133
8222,9273,-0.09328181443769133
9273,9273,0.0
9275,9249,0.008610569360149327
9249,9275,-0.008610569360149327
9275,4132,0.036202706164093254
4132,9275,-0.036202706164093254
9275,7129,0.08061311302945733
7129,9275,-0.08061311302945733
9275,5419,0.03086928789278222
5419,9275,-0.03086928789278222
9275,3416,0.10509950207215052
3416,9275,-0.10509950207215052
9275,3417,0.06934648829614282
3417,9275,-0.06934648829614282
9275,3414,0.07612658951955992
3414,9275,-0.07612658951955992
9275,3415,0.08453279993013933
3415,9275,-0.08453279993013933
9275,3412,0.06265090991194074
3412,9275,-0.06265090991194074
9275,3413,0.011830966858462992
3413,9275,-0.011830966858462992
9275,7115,0.06225132014803114
7115,9275,-0.06225132014803114
9275,3411,0.07615880423352618
3411,9275,-0.07615880423352618
9275,6142,0.14278120002022907
6142,9275,-0.14278120002022907
9275,6132,0.08219922212116804
6132,9275,-0.08219922212116804
9275,7113,-0.027772650114000496
7113,9275,0.027772650114000496
9275,3550,0.1312222667571146
3550,9275,-0.1312222667571146
9275,3122,0.08039258669157286
3122,9275,-0.08039258669157286
9275,7214,0.06739156128550518
7214,9275,-0.06739156128550518
9275,8139,0.052093349808035136
8139,9275,-0.052093349808035136
9275,6240,0.07794276475676572
6240,9275,-0.07794276475676572
9275,7121,0.07340905700804988
7121,9275,-0.07340905700804988
9275,8149,0.129573793323672
8149,9275,-0.129573793323672
9275,4134,0.06475681227615492
4134,9275,-0.06475681227615492
9275,8222,0.09147229718180465
8222,9275,-0.09147229718180465
9275,9273,-0.0018095172558866808
9273,9275,0.0018095172558866808
9275,9275,0.0
2462,9249,-0.1030577800463292
9249,2462,0.1030577800463292
2462,4132,-0.07546564324238528
4132,2462,0.07546564324238528
2462,7129,-0.031055236377021216
7129,2462,0.031055236377021216
2462,5419,-0.08079906151369633
5419,2462,0.08079906151369633
2462,3416,-0.006568847334328026
3416,2462,0.006568847334328026
2462,3417,-0.04232186111033573
3417,2462,0.04232186111033573
2462,3414,-0.03554175988691862
3414,2462,0.03554175988691862
2462,3415,-0.027135549476339203
3415,2462,0.027135549476339203
2462,3412,-0.04901743949453781
3412,2462,0.04901743949453781
2462,3413,-0.09983738254801555
3413,2462,0.09983738254801555
2462,7115,-0.0494170292584474
7115,2462,0.0494170292584474
2462,3411,-0.03550954517295235
3411,2462,0.03550954517295235
2462,6142,0.031112850613750534
6142,2462,-0.031112850613750534
2462,6132,-0.029469127285310506
6132,2462,0.029469127285310506
2462,7113,-0.13944099952047903
7113,2462,0.13944099952047903
2462,3550,0.01955391735063605
3550,2462,-0.01955391735063605
2462,3122,-0.03127576271490568
3122,2462,0.03127576271490568
2462,7214,-0.044276788120973354
7214,2462,0.044276788120973354
2462,8139,-0.0595749995984434
8139,2462,0.0595749995984434
2462,6240,-0.03372558464971283
6240,2462,0.03372558464971283
2462,7121,-0.03825929239842866
7121,2462,0.03825929239842866
2462,8149,0.017905443917193453
8149,2462,-0.017905443917193453
2462,4134,-0.046911537130323616
4134,2462,0.046911537130323616
2462,8222,-0.020196052224673886
8222,2462,0.020196052224673886
2462,9273,-0.11347786666236521
9273,2462,0.11347786666236521
2462,9275,-0.11166834940647853
9275,2462,0.11166834940647853
2462,2462,0.0
2463,9249,-0.15443182598357513
9249,2463,0.15443182598357513
2463,4132,-0.1268396891796312
4132,2463,0.1268396891796312
2463,7129,-0.08242928231426713
7129,2463,0.08242928231426713
2463,5419,-0.13217310745094224
5419,2463,0.13217310745094224
2463,3416,-0.057942893271573946
3416,2463,0.057942893271573946
2463,3417,-0.09369590704758164
3417,2463,0.09369590704758164
2463,3414,-0.08691580582416454
3414,2463,0.08691580582416454
2463,3415,-0.07850959541358513
3415,2463,0.07850959541358513
2463,3412,-0.10039148543178372
3412,2463,0.10039148543178372
2463,3413,-0.15121142848526148
3413,2463,0.15121142848526148
2463,7115,-0.10079107519569332
7115,2463,0.10079107519569332
2463,3411,-0.08688359111019828
3411,2463,0.08688359111019828
2463,6142,-0.02026119532349539
6142,2463,0.02026119532349539
2463,6132,-0.08084317322255644
6132,2463,0.08084317322255644
2463,7113,-0.19081504545772496
7113,2463,0.19081504545772496
2463,3550,-0.031820128586609875
3550,2463,0.031820128586609875
2463,3122,-0.0826498086521516
3122,2463,0.0826498086521516
2463,7214,-0.09565083405821928
7214,2463,0.09565083405821928
2463,8139,-0.11094904553568932
8139,2463,0.11094904553568932
2463,6240,-0.08509963058695875
6240,2463,0.08509963058695875
2463,7121,-0.08963333833567458
7121,2463,0.08963333833567458
2463,8149,-0.03346860202005247
8149,2463,0.03346860202005247
2463,4134,-0.09828558306756954
4134,2463,0.09828558306756954
2463,8222,-0.07157009816191981
8222,2463,0.07157009816191981
2463,9273,-0.16485191259961113
9273,2463,0.16485191259961113
2463,9275,-0.16304239534372447
9275,2463,0.16304239534372447
2463,2462,-0.05137404593724592
2462,2463,0.05137404593724592
2463,2463,0.0
8141,9249,-0.08398367988386686
9249,8141,0.08398367988386686
8141,4132,-0.056391543079922925
4132,8141,0.056391543079922925
8141,7129,-0.01198113621455886
7129,8141,0.01198113621455886
8141,5419,-0.06172496135123396
5419,8141,0.06172496135123396
8141,3416,0.012505252828134332
3416,8141,-0.012505252828134332
8141,3417,-0.02324776094787337
3417,8141,0.02324776094787337
8141,3414,-0.016467659724456265
3414,8141,0.016467659724456265
8141,3415,-0.008061449313876845
3415,8141,0.008061449313876845
8141,3412,-0.02994333933207545
3412,8141,0.02994333933207545
8141,3413,-0.08076328238555319
3413,8141,0.08076328238555319
8141,7115,-0.030342929095985044
7115,8141,0.030342929095985044
8141,3411,-0.016435445010489998
3411,8141,0.016435445010489998
8141,6142,0.050186950776212894
6142,8141,-0.050186950776212894
8141,6132,-0.01039502712284815
6132,8141,0.01039502712284815
8141,7113,-0.12036689935801667
7113,8141,0.12036689935801667
8141,3550,0.038628017513098405
3550,8141,-0.038628017513098405
8141,3122,-0.012201662552443324
3122,8141,0.012201662552443324
8141,7214,-0.025202687958510998
7214,8141,0.025202687958510998
8141,8139,-0.04050089943598105
8139,8141,0.04050089943598105
8141,6240,-0.014651484487250468
6240,8141,0.014651484487250468
8141,7121,-0.019185192235966302
7121,8141,0.019185192235966302
8141,8149,0.03697954407965581
8149,8141,-0.03697954407965581
8141,4134,-0.027837436967861263
4134,8141,0.027837436967861263
8141,8222,-0.001121952062211528
8222,8141,0.001121952062211528
8141,9273,-0.09440376649990286
9273,8141,0.09440376649990286
8141,9275,-0.09259424924401619
9275,8141,0.09259424924401619
8141,2462,0.019074100162462356
2462,8141,-0.019074100162462356
8141,2463,0.07044814609970827
2463,8141,-0.07044814609970827
8141,8141,0.0
8229,9249,-0.0685274898456048
9249,8229,0.0685274898456048
8229,4132,-0.040935353041660884
4132,8229,0.040935353041660884
8229,7129,0.0034750538237031817
7129,8229,-0.0034750538237031817
8229,5419,-0.04626877131297192
5419,8229,0.04626877131297192
8229,3416,0.02796144286639637
3416,8229,-0.02796144286639637
8229,3417,-0.007791570909611327
3417,8229,0.007791570909611327
8229,3414,-0.0010114696861942252
3414,8229,0.0010114696861942252
8229,3415,0.007394740724385196
3415,8229,-0.007394740724385196
8229,3412,-0.014487149293813407
3412,8229,0.014487149293813407
8229,3413,-0.06530709234729115
3413,8229,0.06530709234729115
8229,7115,-0.014886739057723001
7115,8229,0.014886739057723001
8229,3411,-0.000979254972227955
3411,8229,0.000979254972227955
8229,6142,0.06564314081447493
6142,8229,-0.06564314081447493
8229,6132,0.0050611629154138915
6132,8229,-0.0050611629154138915
8229,7113,-0.10491070931975463
7113,8229,0.10491070931975463
8229,3550,0.054084207551360446
3550,8229,-0.054084207551360446
8229,3122,0.0032545274858187174
3122,8229,-0.0032545274858187174
8229,7214,-0.009746497920248957
7214,8229,0.009746497920248957
8229,8139,-0.025044709397719005
8139,8229,0.025044709397719005
8229,6240,0.0008047055510115723
6240,8229,-0.0008047055510115723
8229,7121,-0.0037290021977042617
7121,8229,0.0037290021977042617
8229,8149,0.052435734117917854
8149,8229,-0.052435734117917854
8229,4134,-0.01238124692959922
4134,8229,0.01238124692959922
8229,8222,0.014334237976050513
8222,8229,-0.014334237976050513
8229,9273,-0.07894757646164081
9273,8229,0.07894757646164081
8229,9275,-0.07713805920575414
9275,8229,0.07713805920575414
8229,2462,0.0345302902007244
2462,8229,-0.0345302902007244
8229,2463,0.08590433613797033
2463,8229,-0.08590433613797033
8229,8141,0.015456190038262041
8141,8229,-0.015456190038262041
8229,8229,0.0
8143,9249,-0.08722102743224013
9249,8143,0.08722102743224013
8143,4132,-0.0596288906282962
4132,8143,0.0596288906282962
8143,7129,-0.01521848376293213
7129,8143,0.01521848376293213
8143,5419,-0.06496230889960723
5419,8143,0.06496230889960723
