SOCcode1,SOCcode2,angSep
2322,9249,0.173176698
9249,2322,0.173176698
2322,1141,0.055504927
1141,2322,0.055504927
2322,4132,0.082111691
4132,2322,0.082111691
2322,9121,0.254996721
9121,2322,0.254996721
2322,7129,0.065673831
7129,2322,0.065673831
2322,9235,0.196062115
9235,2322,0.196062115
2322,5419,0.190706094
5419,2322,0.190706094
2322,3416,0.079595931
3416,2322,0.079595931
2322,6124,0.032656455
6124,2322,0.032656455
2322,3414,0.173816408
3414,2322,0.173816408
2322,3415,0.088435081
3415,2322,0.088435081
2322,3412,0.043624349
3412,2322,0.043624349
2322,3413,0.110674924
3413,2322,0.110674924
2322,3411,0.127913432
3411,2322,0.127913432
2322,5213,0.263005066
5213,2322,0.263005066
2322,2323,0.043895825
2323,2322,0.043895825
2322,2322,0
2321,9249,0.177638406
9249,2321,0.177638406
2321,1141,0.026853387
1141,2321,0.026853387
2321,4132,0.073404522
4132,2321,0.073404522
2321,9121,0.183015408
9121,2321,0.183015408
2321,7129,0.065983125
7129,2321,0.065983125
2321,9235,0.131949889
9235,2321,0.131949889
2321,5419,0.142024115
5419,2321,0.142024115
2321,3416,0.068485015
3416,2321,0.068485015
2321,6124,0.047041844
6124,2321,0.047041844
2321,3414,0.189368469
3414,2321,0.189368469
2321,3415,0.102085272
3415,2321,0.102085272
2321,3412,0.055983802
3412,2321,0.055983802
2321,3413,0.139874675
3413,2321,0.139874675
2321,3411,0.092765084
3411,2321,0.092765084
2321,5213,0.18141008
5213,2321,0.18141008
2321,2323,0.050197345
2323,2321,0.050197345
2321,2322,0.0484822
2322,2321,0.0484822
2321,2321,0
3552,9249,0.156287975
9249,3552,0.156287975
3552,1141,0.080197211
1141,3552,0.080197211
3552,4132,0.14102463
4132,3552,0.14102463
3552,9121,0.109396706
9121,3552,0.109396706
3552,7129,0.093997111
7129,3552,0.093997111
3552,9235,0.087182802
9235,3552,0.087182802
3552,5419,0.141012483
5419,3552,0.141012483
3552,3416,0.124927409
3416,3552,0.124927409
3552,6124,0.100015698
6124,3552,0.100015698
3552,3414,0.191907052
3414,3552,0.191907052
3552,3415,0.135076457
3415,3552,0.135076457
3552,3412,0.11182366
3412,3552,0.11182366
3552,3413,0.158829875
3413,3552,0.158829875
3552,3411,0.102147938
3411,3552,0.102147938
3552,5213,0.133239415
5213,3552,0.133239415
3552,2323,0.128958166
2323,3552,0.128958166
3552,2322,0.102941541
2322,3552,0.102941541
3552,2321,0.066582829
2321,3552,0.066582829
3552,3552,0
3551,9249,0.147762862
9249,3551,0.147762862
3551,1141,0.032542796
1141,3551,0.032542796
3551,4132,0.093307679
4132,3551,0.093307679
3551,9121,0.105245395
9121,3551,0.105245395
3551,7129,0.054880339
7129,3551,0.054880339
3551,9235,0.072195319
9235,3551,0.072195319
3551,5419,0.101432226
5419,3551,0.101432226
3551,3416,0.066868549
3416,3551,0.066868549
3551,6124,0.064660449
6124,3551,0.064660449
3551,3414,0.163626711
3414,3551,0.163626711
3551,3415,0.0914364
3415,3551,0.0914364
3551,3412,0.065147544
3412,3551,0.065147544
3551,3413,0.125239461
3413,3551,0.125239461
3551,3411,0.060367045
3411,3551,0.060367045
3551,5213,0.119058716
5213,3551,0.119058716
3551,2323,0.064299737
2323,3551,0.064299737
3551,2322,0.066193292
2322,3551,0.066193292
3551,2321,0.029657908
2321,3551,0.029657908
3551,3552,0.034463621
3552,3551,0.034463621
3551,3551,0
3122,9249,0.201306919
9249,3122,0.201306919
3122,1141,0.067086594
1141,3122,0.067086594
3122,4132,0.079805736
4132,3122,0.079805736
3122,9121,0.201331238
9121,3122,0.201331238
3122,7129,0.097171932
7129,3122,0.097171932
3122,9235,0.142337487
9235,3122,0.142337487
3122,5419,0.112306653
5419,3122,0.112306653
3122,3416,0.054750666
3416,3122,0.054750666
3122,6124,0.071120403
6124,3122,0.071120403
3122,3414,0.211778381
3414,3122,0.211778381
3122,3415,0.105362765
3415,3122,0.105362765
3122,3412,0.069858374
3412,3122,0.069858374
3122,3413,0.153187967
3413,3122,0.153187967
3122,3411,0.084204461
3411,3122,0.084204461
3122,5213,0.17418143
5213,3122,0.17418143
3122,2323,0.073470543
2323,3122,0.073470543
3122,2322,0.093529059
2322,3122,0.093529059
3122,2321,0.053267021
2321,3122,0.053267021
3122,3552,0.117678689
3552,3122,0.117678689
3122,3551,0.065080755
3551,3122,0.065080755
3122,3122,0
3123,9249,0.143833545
9249,3123,0.143833545
3123,1141,0.070534054
1141,3123,0.070534054
3123,4132,0.118260484
4132,3123,0.118260484
3123,9121,0.073197568
9121,3123,0.073197568
3123,7129,0.083766637
7129,3123,0.083766637
3123,9235,0.060497435
9235,3123,0.060497435
3123,5419,0.105749963
5419,3123,0.105749963
3123,3416,0.095537087
3416,3123,0.095537087
3123,6124,0.099798452
6124,3123,0.099798452
3123,3414,0.173896351
3414,3123,0.173896351
3123,3415,0.121812498
3415,3123,0.121812498
3123,3412,0.096802448
3412,3123,0.096802448
3123,3413,0.149048325
3413,3123,0.149048325
3123,3411,0.07616084
3411,3123,0.07616084
3123,5213,0.080967809
5213,3123,0.080967809
3123,2323,0.114948053
2323,3123,0.114948053
3123,2322,0.123816437
2322,3123,0.123816437
3123,2321,0.06625955
2321,3123,0.06625955
3123,3552,0.054181112
3552,3123,0.054181112
3123,3551,0.029279193
3551,3123,0.029279193
3123,3122,0.091608866
3122,3123,0.091608866
3123,3123,0
2329,9249,0.145617958
9249,2329,0.145617958
2329,1141,0.039768905
1141,2329,0.039768905
2329,4132,0.045853914
4132,2329,0.045853914
2329,9121,0.217728545
9121,2329,0.217728545
2329,7129,0.047594279
7129,2329,0.047594279
2329,9235,0.153620186
9235,2329,0.153620186
2329,5419,0.141979946
5419,2329,0.141979946
2329,3416,0.051232458
3416,2329,0.051232458
2329,6124,0.042644959
6124,2329,0.042644959
2329,3414,0.185277546
3414,2329,0.185277546
2329,3415,0.072624618
3415,2329,0.072624618
2329,3412,0.027300981
3412,2329,0.027300981
2329,3413,0.115345335
3413,2329,0.115345335
2329,3411,0.101768901
3411,2329,0.101768901
2329,5213,0.22982698
5213,2329,0.22982698
2329,2323,0.023423577
2323,2329,0.023423577
2329,2322,0.022236043
2322,2329,0.022236043
2329,2321,0.045856694
2321,2329,0.045856694
2329,3552,0.101858572
3552,2329,0.101858572
2329,3551,0.053013745
3551,2329,0.053013745
2329,3122,0.064123673
3122,2329,0.064123673
2329,3123,0.09794385
3123,2329,0.09794385
2329,2329,0
4141,9249,0.138782889
9249,4141,0.138782889
4141,1141,0.084078996
1141,4141,0.084078996
4141,4132,0.033883583
4132,4141,0.033883583
4141,9121,0.225417736
9121,4141,0.225417736
4141,7129,0.075007039
7129,4141,0.075007039
4141,9235,0.149731367
9235,4141,0.149731367
4141,5419,0.147906954
5419,4141,0.147906954
4141,3416,0.083222044
3416,4141,0.083222044
4141,6124,0.076488296
6124,4141,0.076488296
4141,3414,0.211333294
3414,4141,0.211333294
4141,3415,0.093603417
3415,4141,0.093603417
4141,3412,0.048962261
3412,4141,0.048962261
4141,3413,0.118543773
3413,4141,0.118543773
4141,3411,0.121668139
3411,4141,0.121668139
4141,5213,0.232307096
5213,4141,0.232307096
4141,2323,0.08966015
2323,4141,0.08966015
4141,2322,0.111324935
2322,4141,0.111324935
4141,2321,0.096104594
2321,4141,0.096104594
4141,3552,0.15232945
3552,4141,0.15232945
4141,3551,0.11276117
3551,4141,0.11276117
4141,3122,0.089798355
3122,4141,0.089798355
4141,3123,0.13318449
3123,4141,0.13318449
4141,2329,0.074030785
2329,4141,0.074030785
4141,4141,0
8221,9249,0.190887898
9249,8221,0.190887898
8221,1141,0.190672105
1141,8221,0.190672105
8221,4132,0.250373
4132,8221,0.250373
8221,9121,0.039035475
9121,8221,0.039035475
8221,7129,0.191904889
7129,8221,0.191904889
8221,9235,0.036418935
9235,8221,0.036418935
8221,5419,0.13061441
5419,8221,0.13061441
8221,3416,0.210024427
3416,8221,0.210024427
8221,6124,0.219460062
6124,8221,0.219460062
8221,3414,0.218503089
3414,8221,0.218503089
8221,3415,0.215150954
3415,8221,0.215150954
8221,3412,0.227339631
3412,8221,0.227339631
8221,3413,0.227819016
3413,8221,0.227819016
8221,3411,0.129396268
3411,8221,0.129396268
8221,5213,0.032564566
5213,8221,0.032564566
8221,2323,0.27252237
2323,8221,0.27252237
8221,2322,0.287473866
2322,8221,0.287473866
8221,2321,0.199890199
2321,8221,0.199890199
8221,3552,0.144772667
3552,8221,0.144772667
8221,3551,0.13694935
3551,8221,0.13694935
8221,3122,0.191492958
3122,8221,0.191492958
8221,3123,0.100524707
3123,8221,0.100524707
8221,2329,0.249145717
2329,8221,0.249145717
8221,4141,0.231111484
4141,8221,0.231111484
8221,8221,0
4142,9249,0.141822597
9249,4142,0.141822597
4142,1141,0.079943278
1141,4142,0.079943278
4142,4132,0.079684887
4132,4142,0.079684887
4142,9121,0.192470641
9121,4142,0.192470641
4142,7129,0.071112636
7129,4142,0.071112636
4142,9235,0.130896958
9235,4142,0.130896958
4142,5419,0.158433354
5419,4142,0.158433354
4142,3416,0.087679212
3416,4142,0.087679212
4142,6124,0.071054817
6124,4142,0.071054817
4142,3414,0.216146392
3414,4142,0.216146392
4142,3415,0.098121046
3415,4142,0.098121046
4142,3412,0.063239395
3412,4142,0.063239395
4142,3413,0.139904066
3413,4142,0.139904066
4142,3411,0.126969
3411,4142,0.126969
4142,5213,0.209681637
5213,4142,0.209681637
4142,2323,0.112049082
2323,4142,0.112049082
4142,2322,0.106437896
2322,4142,0.106437896
4142,2321,0.090407577
2321,4142,0.090407577
4142,3552,0.124414348
3552,4142,0.124414348
4142,3551,0.093997447
3551,4142,0.093997447
4142,3122,0.095882476
3122,4142,0.095882476
4142,3123,0.112156363
3123,4142,0.112156363
4142,2329,0.072149368
2329,4142,0.072149368
4142,4141,0.059908965
4141,4142,0.059908965
4142,8221,0.202588857
8221,4142,0.202588857
4142,4142,0
8139,9249,0.16604099
9249,8139,0.16604099
8139,1141,0.133882083
1141,8139,0.133882083
8139,4132,0.192339288
4132,8139,0.192339288
8139,9121,0.04326973
9121,8139,0.04326973
8139,7129,0.136931719
7129,8139,0.136931719
8139,9235,0.032461577
9235,8139,0.032461577
8139,5419,0.084588516
5419,8139,0.084588516
8139,3416,0.146710322
3416,8139,0.146710322
8139,6124,0.15313325
6124,8139,0.15313325
8139,3414,0.170659588
3414,8139,0.170659588
8139,3415,0.15185967
3415,8139,0.15185967
8139,3412,0.161217966
3412,8139,0.161217966
8139,3413,0.169607926
3413,8139,0.169607926
8139,3411,0.075187556
3411,8139,0.075187556
8139,5213,0.025749592
5213,8139,0.025749592
8139,2323,0.208119088
2323,8139,0.208119088
8139,2322,0.215944279
2322,8139,0.215944279
8139,2321,0.143555288
2321,8139,0.143555288
8139,3552,0.117785605
3552,8139,0.117785605
8139,3551,0.100118207
3551,8139,0.100118207
8139,3122,0.136748189
3122,8139,0.136748189
8139,3123,0.080629797
3123,8139,0.080629797
8139,2329,0.186622962
2329,8139,0.186622962
8139,4141,0.177949488
4141,8139,0.177949488
8139,8221,0.030003014
8221,8139,0.030003014
8139,4142,0.157452442
4142,8139,0.157452442
8139,8139,0
6221,9249,0.132663178
9249,6221,0.132663178
6221,1141,0.111377626
1141,6221,0.111377626
6221,4132,0.121886614
4132,6221,0.121886614
6221,9121,0.130477275
9121,6221,0.130477275
6221,7129,0.080035595
7129,6221,0.080035595
6221,9235,0.092179785
9235,6221,0.092179785
6221,5419,0.099032647
5419,6221,0.099032647
6221,3416,0.123522211
3416,6221,0.123522211
6221,6124,0.112632298
6124,6221,0.112632298
6221,3414,0.139678423
3414,6221,0.139678423
6221,3415,0.109411755
3415,6221,0.109411755
6221,3412,0.101878326
3412,6221,0.101878326
6221,3413,0.095636145
3413,6221,0.095636145
6221,3411,0.076938096
3411,6221,0.076938096
6221,5213,0.143185817
5213,6221,0.143185817
6221,2323,0.161902974
2323,6221,0.161902974
6221,2322,0.172771806
2322,6221,0.172771806
6221,2321,0.136679107
2321,6221,0.136679107
6221,3552,0.141010763
3552,6221,0.141010763
6221,3551,0.111872841
3551,6221,0.111872841
6221,3122,0.136890244
3122,6221,0.136890244
6221,3123,0.116695056
3123,6221,0.116695056
6221,2329,0.142357429
2329,6221,0.142357429
6221,4141,0.099493535
4141,6221,0.099493535
6221,8221,0.154135082
8221,6221,0.154135082
6221,4142,0.123080859
4142,6221,0.123080859
6221,8139,0.087896808
8139,6221,0.087896808
6221,6221,0
8149,9249,0.183602882
9249,8149,0.183602882
8149,1141,0.124194882
1141,8149,0.124194882
8149,4132,0.198170746
4132,8149,0.198170746
8149,9121,0.043693794
9121,8149,0.043693794
8149,7129,0.144882627
7129,8149,0.144882627
8149,9235,0.051935929
9235,8149,0.051935929
8149,5419,0.12505273
5419,8149,0.12505273
8149,3416,0.153243133
3416,8149,0.153243133
8149,6124,0.15742882
6124,8149,0.15742882
8149,3414,0.212443539
3414,8149,0.212443539
8149,3415,0.178357823
3415,8149,0.178357823
8149,3412,0.172601733
3412,8149,0.172601733
8149,3413,0.207811204
3413,8149,0.207811204
8149,3411,0.097894257
3411,8149,0.097894257
8149,5213,0.046261149
5213,8149,0.046261149
8149,2323,0.206138349
2323,8149,0.206138349
8149,2322,0.203187239
2322,8149,0.203187239
8149,2321,0.124123345
2321,8149,0.124123345
8149,3552,0.099294518
3552,8149,0.099294518
8149,3551,0.082312548
3551,8149,0.082312548
8149,3122,0.148992136
3122,8149,0.148992136
8149,3123,0.055329836
3123,8149,0.055329836
8149,2329,0.177276674
2329,8149,0.177276674
8149,4141,0.200917448
4141,8149,0.200917448
8149,8221,0.052639058
8221,8149,0.052639058
8149,4142,0.142084102
4142,8149,0.142084102
8149,8139,0.041314713
8139,8149,0.041314713
8149,6221,0.142907397
6221,8149,0.142907397
8149,8149,0
4134,9249,0.127459425
9249,4134,0.127459425
4134,1141,0.027817186
1141,4134,0.027817186
4134,4132,0.046315306
4132,4134,0.046315306
4134,9121,0.142264879
9121,4134,0.142264879
4134,7129,0.038519896
7129,4134,0.038519896
4134,9235,0.083197244
9235,4134,0.083197244
4134,5419,0.097466673
5419,4134,0.097466673
4134,3416,0.043467031
3416,4134,0.043467031
4134,6124,0.054642065
6124,4134,0.054642065
4134,3414,0.166711939
3414,4134,0.166711939
4134,3415,0.07260862
3415,4134,0.07260862
4134,3412,0.038186203
3412,4134,0.038186203
4134,3413,0.109465758
3413,4134,0.109465758
4134,3411,0.065681465
3411,4134,0.065681465
4134,5213,0.147877717
5213,4134,0.147877717
4134,2323,0.037073052
2323,4134,0.037073052
4134,2322,0.062930734
2322,4134,0.062930734
4134,2321,0.040452871
2321,4134,0.040452871
4134,3552,0.075457579
3552,4134,0.075457579
4134,3551,0.027682919
3551,4134,0.027682919
4134,3122,0.04847692
3122,4134,0.04847692
4134,3123,0.054715135
3123,4134,0.054715135
4134,2329,0.028862313
2329,4134,0.028862313
4134,4141,0.065140738
4141,4134,0.065140738
4134,8221,0.161235907
8221,4134,0.161235907
4134,4142,0.066676469
4142,4134,0.066676469
4134,8139,0.118739636
8139,4134,0.118739636
4134,6221,0.106871739
6221,4134,0.106871739
4134,8149,0.117650682
8149,4134,0.117650682
4134,4134,0
8222,9249,0.160917841
9249,8222,0.160917841
8222,1141,0.180115412
1141,8222,0.180115412
8222,4132,0.226192546
4132,8222,0.226192546
8222,9121,0.045091473
9121,8222,0.045091473
8222,7129,0.167094436
7129,8222,0.167094436
8222,9235,0.030493888
9235,8222,0.030493888
8222,5419,0.132962705
5419,8222,0.132962705
8222,3416,0.205998747
3416,8222,0.205998747
8222,6124,0.204282171
6124,8222,0.204282171
8222,3414,0.21593916
3414,8222,0.21593916
8222,3415,0.202217953
3415,8222,0.202217953
8222,3412,0.208507187
3412,8222,0.208507187
8222,3413,0.213740775
3413,8222,0.213740775
8222,3411,0.131395939
3411,8222,0.131395939
8222,5213,0.052984581
5213,8222,0.052984581
8222,2323,0.25125463
2323,8222,0.25125463
8222,2322,0.260996532
2322,8222,0.260996532
8222,2321,0.191483265
2321,8222,0.191483265
8222,3552,0.126553666
3552,8222,0.126553666
8222,3551,0.126717332
3551,8222,0.126717332
8222,3122,0.196689086
3122,8222,0.196689086
8222,3123,0.109732291
3123,8222,0.109732291
8222,2329,0.222428946
2329,8222,0.222428946
8222,4141,0.203962724
4141,8222,0.203962724
8222,8221,0.026427989
8221,8222,0.026427989
8222,4142,0.176190538
4142,8222,0.176190538
8222,8139,0.04445837
8139,8222,0.04445837
8222,6221,0.141678705
6221,8222,0.141678705
8222,8149,0.0710801
8149,8222,0.0710801
8222,4134,0.140974946
4134,8222,0.140974946
8222,8222,0
8141,9249,0.188471825
9249,8141,0.188471825
8141,1141,0.198546904
1141,8141,0.198546904
8141,4132,0.261617171
4132,8141,0.261617171
8141,9121,0.035020171
9121,8141,0.035020171
8141,7129,0.188356852
7129,8141,0.188356852
8141,9235,0.049764044
9235,8141,0.049764044
8141,5419,0.148272996
5419,8141,0.148272996
8141,3416,0.213849605
3416,8141,0.213849605
8141,6124,0.235613489
6124,8141,0.235613489
8141,3414,0.211458792
3414,8141,0.211458792
8141,3415,0.20888632
3415,8141,0.20888632
8141,3412,0.222625876
3412,8141,0.222625876
8141,3413,0.213697589
3413,8141,0.213697589
8141,3411,0.134382606
3411,8141,0.134382606
8141,5213,0.051614816
5213,8141,0.051614816
8141,2323,0.27660304
2323,8141,0.27660304
8141,2322,0.283226914
2322,8141,0.283226914
8141,2321,0.211530293
2321,8141,0.211530293
8141,3552,0.130191229
3552,8141,0.130191229
8141,3551,0.132815304
3551,8141,0.132815304
8141,3122,0.228893183
3122,8141,0.228893183
8141,3123,0.098657933
3123,8141,0.098657933
8141,2329,0.24927945
2329,8141,0.24927945
8141,4141,0.244643567
4141,8141,0.244643567
8141,8221,0.0544195
8221,8141,0.0544195
8141,4142,0.213101454
4142,8141,0.213101454
8141,8139,0.060694153
8139,8141,0.060694153
8141,6221,0.157406515
6221,8141,0.157406515
8141,8149,0.069931621
8149,8141,0.069931621
8141,4134,0.167778114
4134,8141,0.167778114
8141,8222,0.068252047
8222,8141,0.068252047
8141,8141,0
8229,9249,0.189196445
9249,8229,0.189196445
8229,1141,0.19358217
1141,8229,0.19358217
8229,4132,0.2640564
4132,8229,0.2640564
8229,9121,0.031825266
9121,8229,0.031825266
8229,7129,0.197595086
7129,8229,0.197595086
8229,9235,0.035905197
9235,8229,0.035905197
8229,5419,0.134894108
5419,8229,0.134894108
8229,3416,0.218959657
3416,8229,0.218959657
8229,6124,0.223154073
6124,8229,0.223154073
8229,3414,0.221509921
3414,8229,0.221509921
8229,3415,0.217020855
3415,8229,0.217020855
8229,3412,0.23068232
3412,8229,0.23068232
8229,3413,0.232658381
3413,8229,0.232658381
8229,3411,0.133046911
3411,8229,0.133046911
8229,5213,0.027537475
5213,8229,0.027537475
8229,2323,0.279413315
2323,8229,0.279413315
8229,2322,0.288029767
2322,8229,0.288029767
8229,2321,0.205970301
2321,8229,0.205970301
8229,3552,0.137089641
3552,8229,0.137089641
8229,3551,0.135386999
3551,8229,0.135386999
8229,3122,0.204502502
3122,8229,0.204502502
8229,3123,0.102151608
3123,8229,0.102151608
8229,2329,0.253254481
2329,8229,0.253254481
8229,4141,0.242982208
4141,8229,0.242982208
8229,8221,0.012327357
8221,8229,0.012327357
8229,4142,0.205735966
4142,8229,0.205735966
8229,8139,0.028906048
8139,8229,0.028906048
8229,6221,0.155660212
6221,8229,0.155660212
8229,8149,0.052776592
8149,8229,0.052776592
8229,4134,0.168841603
4134,8229,0.168841603
8229,8222,0.026555194
8222,8229,0.026555194
8229,8141,0.045269963
8141,8229,0.045269963
8229,8229,0
8143,9249,0.18613147
9249,8143,0.18613147
8143,1141,0.195959771
1141,8143,0.195959771
8143,4132,0.270261631
4132,8143,0.270261631
8143,9121,0.019016687
9121,8143,0.019016687
8143,7129,0.192280809
7129,8143,0.192280809
8143,9235,0.03907625
9235,8143,0.03907625
8143,5419,0.143150866
5419,8143,0.143150866
8143,3416,0.220143881
3416,8143,0.220143881
8143,6124,0.228194484
6124,8143,0.228194484
8143,3414,0.211436599
3414,8143,0.211436599
8143,3415,0.219263507
3415,8143,0.219263507
8143,3412,0.238720008
3412,8143,0.238720008
8143,3413,0.234047637
3413,8143,0.234047637
8143,3411,0.130436203
3411,8143,0.130436203
8143,5213,0.025965217
5213,8143,0.025965217
8143,2323,0.278684129
2323,8143,0.278684129
8143,2322,0.288938083
2322,8143,0.288938083
8143,2321,0.203682018
2321,8143,0.203682018
8143,3552,0.131093687
3552,8143,0.131093687
8143,3551,0.126926289
3551,8143,0.126926289
8143,3122,0.207150286
3122,8143,0.207150286
8143,3123,0.094813876
3123,8143,0.094813876
8143,2329,0.252120828
2329,8143,0.252120828
8143,4141,0.256792844
4141,8143,0.256792844
8143,8221,0.021563627
8221,8143,0.021563627
8143,4142,0.21198426
4142,8143,0.21198426
8143,8139,0.035104094
8139,8143,0.035104094
8143,6221,0.160557762
6221,8143,0.160557762
8143,8149,0.046327489
8149,8143,0.046327489
8143,4134,0.165316253
4134,8143,0.165316253
8143,8222,0.031572722
8222,8143,0.031572722
8143,8141,0.038713922
8141,8143,0.038713922
8143,8229,0.012738946
8229,8143,0.012738946
8143,8143,0
8142,9249,0.148989923
9249,8142,0.148989923
8142,1141,0.152462639
1141,8142,0.152462639
8142,4132,0.214117071
4132,8142,0.214117071
8142,9121,0.018432516
9121,8142,0.018432516
8142,7129,0.141185248
7129,8142,0.141185248
8142,9235,0.023628929
9235,8142,0.023628929
8142,5419,0.114662395
5419,8142,0.114662395
8142,3416,0.176233059
3416,8142,0.176233059
8142,6124,0.17655731
